"Analysis","Spec","Window","WindowLabel","Condition","ClassLabel","NClass","VariableOrder","Depression","Alcohol use","Ever had sexual intercourse","Food insecurity","No government grant receipt","Violence exposure","Low social support","School disengagement"
"Univariate Household Socioeconomic Status","UHSES","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Higher SES",686,8,,,,,,,,0.185131195335277
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,1,0.0653846153846154,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,2,,0.326923076923077,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,3,,,0.409266409266409,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,4,,,,0.273076923076923,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,5,,,,,0.561538461538462,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,6,,,,,,0.319230769230769,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,7,,,,,,,0.0884615384615385,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Early Peak, Declining Maternal Absence",260,8,,,,,,,,0.211538461538462
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,1,0.0377906976744186,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,2,,0.36046511627907,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,3,,,0.323442136498516,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,4,,,,0.223837209302326,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,5,,,,,0.531976744186046,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,6,,,,,,0.337209302325581,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,7,,,,,,,0.119186046511628,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",344,8,,,,,,,,0.142441860465116
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,1,0.0708661417322835,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,2,,0.418604651162791,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,3,,,0.455764075067024,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,4,,,,0.294573643410853,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,5,,,,,0.617571059431525,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,6,,,,,,0.341085271317829,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,7,,,,,,,0.0880829015544041,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",387,8,,,,,,,,0.224806201550388
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,1,0.0435517970401691,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,2,,0.345569620253165,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,3,,,0.404200600085727,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,4,,,,0.277215189873418,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,5,,,,,0.586919831223629,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,6,,,,,,0.317721518987342,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,7,,,,,,,0.0991561181434599,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2370,8,,,,,,,,0.221097046413502
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,1,0.0693430656934307,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,2,,0.328467153284672,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,3,,,0.413919413919414,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,4,,,,0.277372262773723,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,5,,,,,0.554744525547445,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,6,,,,,,0.317518248175182,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,7,,,,,,,0.0912408759124088,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Early Peak, Declining Maternal Absence",274,8,,,,,,,,0.226277372262774
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,1,0.0560344827586207,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,2,,0.36421052631579,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,3,,,0.437908496732026,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,4,,,,0.235789473684211,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,5,,,,,0.585263157894737,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,6,,,,,,0.311578947368421,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,7,,,,,,,0.103157894736842,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Late-Onset Maternal Absence",475,8,,,,,,,,0.286315789473684
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,1,0.0696517412935323,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,2,,0.408312958435208,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,3,,,0.451776649746193,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,4,,,,0.28361858190709,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,5,,,,,0.618581907090465,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,6,,,,,,0.344743276283619,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,7,,,,,,,0.0906862745098039,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable High Maternal Absence",409,8,,,,,,,,0.224938875305623
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,1,0.0575953923686105,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,2,,0.349803079126387,,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,3,,,0.447772096420745,,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,4,,,,0.286788399570354,,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,5,,,,,0.604010025062657,,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,6,,,,,,0.325098460436806,,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,7,,,,,,,0.0988184747583244,
"Univariate Lived Without Mother","ULWOM","time_0_5","Early childhood (0-5 years)","Unrestricted","Stable Low Maternal Absence",2793,8,,,,,,,,0.274615109201575
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,1,0.0625,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,2,,0.4,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,3,,,0.466472303206997,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,4,,,,0.32112676056338,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,5,,,,,0.605633802816901,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,6,,,,,,0.36056338028169,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,7,,,,,,,0.0957746478873239,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Declining Maternal Absence",355,8,,,,,,,,0.245070422535211
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,1,0.0641509433962264,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,2,,0.402214022140221,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,3,,,0.484848484848485,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,4,,,,0.280442804428044,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,5,,,,,0.568265682656827,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,6,,,,,,0.306273062730627,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,7,,,,,,,0.0885608856088561,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Late-Onset Maternal Absence",271,8,,,,,,,,0.306273062730627
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,1,0.0728744939271255,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,2,,0.365461847389558,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,3,,,0.415966386554622,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,4,,,,0.29718875502008,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,5,,,,,0.570281124497992,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,6,,,,,,0.313253012048193,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,7,,,,,,,0.0923694779116466,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Mid-Childhood Onset Maternal Absence",249,8,,,,,,,,0.289156626506024
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,1,0.0588235294117647,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,2,,0.355324074074074,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,3,,,0.464414957780458,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,4,,,,0.277777777777778,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,5,,,,,0.574074074074074,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,6,,,,,,0.293981481481481,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,7,,,,,,,0.102088167053364,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable High Maternal Absence",864,8,,,,,,,,0.303240740740741
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,1,0.0559657986785853,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,2,,0.339543726235741,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,3,,,0.463739709917679,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,4,,,,0.294296577946768,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,5,,,,,0.609885931558935,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,6,,,,,,0.318250950570342,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,7,,,,,,,0.0923954372623574,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Restricted (at least 3 waves)","Stable Low Maternal Absence",2630,8,,,,,,,,0.317110266159696
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,1,0.0614525139664804,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,2,,0.404432132963989,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,3,,,0.464183381088825,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,4,,,,0.32409972299169,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,5,,,,,0.609418282548476,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,6,,,,,,0.362880886426593,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,7,,,,,,,0.0941828254847646,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Declining Maternal Absence",361,8,,,,,,,,0.25207756232687
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,1,0.0658914728682171,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,2,,0.393939393939394,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,3,,,0.474708171206226,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,4,,,,0.284090909090909,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,5,,,,,0.56439393939394,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,6,,,,,,0.299242424242424,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,7,,,,,,,0.0833333333333333,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Late-Onset Maternal Absence",264,8,,,,,,,,0.306818181818182
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,1,0.0728744939271255,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,2,,0.365461847389558,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,3,,,0.415966386554622,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,4,,,,0.29718875502008,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,5,,,,,0.570281124497992,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,6,,,,,,0.313253012048193,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,7,,,,,,,0.0923694779116466,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Mid-Childhood Onset Maternal Absence",249,8,,,,,,,,0.289156626506024
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,1,0.0594713656387665,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,2,,0.344973544973545,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,3,,,0.475717439293598,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,4,,,,0.292063492063492,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,5,,,,,0.576719576719577,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,6,,,,,,0.288888888888889,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,7,,,,,,,0.101802757158006,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable High Maternal Absence",945,8,,,,,,,,0.312169312169312
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,1,0.0551209103840683,,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,2,,0.335647344671989,,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,3,,,0.456537356321839,,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,4,,,,0.300590072891357,,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,5,,,,,0.601874349184311,,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,6,,,,,,0.30406108989934,,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,7,,,,,,,0.0964942728219368,
"Univariate Lived Without Mother","ULWOM","time_6_12","Middle-late childhood (6-12 years)","Unrestricted","Stable Low Maternal Absence",2881,8,,,,,,,,0.309961818812912
