"model","pv_draw_id","mediator","term","estimate","std.error"
"ULWOM",56,"SCHL","C612_C5",0.29942286289138,0.261104984722565
"ULWOM",57,"DNKA","C05_C2",0.147420769890733,0.154275856439064
"ULWOM",57,"DNKA","C05_C3",-0.140648667595377,0.131937866385476
"ULWOM",57,"DNKA","C05_C4",-0.0539886916745801,0.167755428565478
"ULWOM",57,"DNKA","C612_C2",0.152700041414103,0.148970234088581
"ULWOM",57,"DNKA","C612_C3",-0.0538807187167193,0.109533178441939
"ULWOM",57,"DNKA","C612_C4",0.0127635972149257,0.170638821966151
"ULWOM",57,"DNKA","C612_C5",0.190463766316298,0.173028687577779
"ULWOM",57,"ESXC","C05_C2",0.200183463189667,0.194879463299707
"ULWOM",57,"ESXC","C05_C3",0.113667014039888,0.164544593623292
"ULWOM",57,"ESXC","C05_C4",0.0241447213101031,0.20689528452282
"ULWOM",57,"ESXC","C612_C2",0.0865247085723916,0.181362791998351
"ULWOM",57,"ESXC","C612_C3",-0.212897345342164,0.134240240589472
"ULWOM",57,"ESXC","C612_C4",0.00613140819684276,0.21370912029392
"ULWOM",57,"ESXC","C612_C5",-0.316883785927926,0.213916703950277
"ULWOM",57,"FDSC","C05_C2",0.124821545136454,0.167101490549493
"ULWOM",57,"FDSC","C05_C3",0.256886461787343,0.142086792734843
"ULWOM",57,"FDSC","C05_C4",0.242819110095422,0.176182603923935
"ULWOM",57,"FDSC","C612_C2",0.288512104732987,0.152388443092067
"ULWOM",57,"FDSC","C612_C3",0.0107214846883632,0.113545160246962
"ULWOM",57,"FDSC","C612_C4",-0.114936600797343,0.179460923135424
"ULWOM",57,"FDSC","C612_C5",0.118032477573707,0.177350227467044
"ULWOM",57,"GOVG","C05_C2",-0.0663941533477261,0.161156023442291
"ULWOM",57,"GOVG","C05_C3",-0.144646820355176,0.135562936465943
"ULWOM",57,"GOVG","C05_C4",-0.0332059282243909,0.171680943892898
"ULWOM",57,"GOVG","C612_C2",0.196256643495274,0.153802203896438
"ULWOM",57,"GOVG","C612_C3",0.12255645335829,0.112056324388955
"ULWOM",57,"GOVG","C612_C4",-0.0320172348085306,0.175364935875129
"ULWOM",57,"GOVG","C612_C5",0.0248924612170673,0.176680297776918
"ULWOM",57,"VLNC","C05_C2",0.0422058255626941,0.154914473188634
"ULWOM",57,"VLNC","C05_C3",-0.0893961817905982,0.132250629385647
"ULWOM",57,"VLNC","C05_C4",-0.110026568699151,0.167121902495811
"ULWOM",57,"VLNC","C612_C2",0.0738690658424206,0.149734177894499
"ULWOM",57,"VLNC","C612_C3",0.102929026464846,0.10974018478505
"ULWOM",57,"VLNC","C612_C4",0.13578389539027,0.170333321979421
"ULWOM",57,"VLNC","C612_C5",0.00940052259602524,0.174074334049557
"ULWOM",57,"SCSP","C05_C2",0.66894063419424,0.260123546376864
"ULWOM",57,"SCSP","C05_C3",0.0736556506281252,0.196421343783392
"ULWOM",57,"SCSP","C05_C4",0.147251163394499,0.254858664713558
"ULWOM",57,"SCSP","C612_C2",0.176620929657938,0.234586833029326
"ULWOM",57,"SCSP","C612_C3",0.208487948433156,0.166690951917847
"ULWOM",57,"SCSP","C612_C4",0.313994642244013,0.267558085512474
"ULWOM",57,"SCSP","C612_C5",0.396582222926624,0.291565752175026
"ULWOM",57,"SCHL","C05_C2",0.192988086219835,0.232229970179875
"ULWOM",57,"SCHL","C05_C3",-0.0950024642514372,0.201143313586417
"ULWOM",57,"SCHL","C05_C4",-0.168431917168823,0.247576209929199
"ULWOM",57,"SCHL","C612_C2",0.118112969875234,0.217357092631432
"ULWOM",57,"SCHL","C612_C3",0.185249870439377,0.15673543325911
"ULWOM",57,"SCHL","C612_C4",0.342232793488599,0.250631645362612
"ULWOM",57,"SCHL","C612_C5",0.193585963775526,0.256257846085042
"ULWOM",58,"DNKA","C05_C2",0.0733043495239741,0.155200479803088
"ULWOM",58,"DNKA","C05_C3",-0.119600716612078,0.129698756602325
"ULWOM",58,"DNKA","C05_C4",-0.0655619006567171,0.166162031993597
"ULWOM",58,"DNKA","C612_C2",0.0596911537464902,0.148072397306114
"ULWOM",58,"DNKA","C612_C3",-0.0743322217410393,0.110136214030815
"ULWOM",58,"DNKA","C612_C4",0.050707034029631,0.166463757434117
"ULWOM",58,"DNKA","C612_C5",0.253193089249261,0.175493031645219
"ULWOM",58,"ESXC","C05_C2",0.268058694518052,0.197119174735129
"ULWOM",58,"ESXC","C05_C3",0.15517383443053,0.164093537479931
"ULWOM",58,"ESXC","C05_C4",0.159397665539013,0.205071591400761
"ULWOM",58,"ESXC","C612_C2",0.221066024297861,0.180052905034419
"ULWOM",58,"ESXC","C612_C3",-0.205161120485558,0.13399786584404
"ULWOM",58,"ESXC","C612_C4",-0.0536436919701676,0.208145159892262
"ULWOM",58,"ESXC","C612_C5",-0.322322997139922,0.218298102922556
"ULWOM",58,"FDSC","C05_C2",-0.0565852217920257,0.165536932134188
"ULWOM",58,"FDSC","C05_C3",0.120816605597939,0.135551123913692
"ULWOM",58,"FDSC","C05_C4",0.109542118391512,0.171164928423693
"ULWOM",58,"FDSC","C612_C2",0.315415377538782,0.150417383703367
"ULWOM",58,"FDSC","C612_C3",0.0284193089607121,0.114067064266192
"ULWOM",58,"FDSC","C612_C4",-0.114660616310583,0.176234445152755
"ULWOM",58,"FDSC","C612_C5",-0.0109337944303456,0.183040654509082
"ULWOM",58,"GOVG","C05_C2",0.0207773858309832,0.161870818825713
"ULWOM",58,"GOVG","C05_C3",-0.0233326786311332,0.133296079427039
"ULWOM",58,"GOVG","C05_C4",-0.106443487959767,0.168296660752505
"ULWOM",58,"GOVG","C612_C2",0.164620700082154,0.153659719088992
"ULWOM",58,"GOVG","C612_C3",0.0253798033099934,0.11243041172307
"ULWOM",58,"GOVG","C612_C4",-0.0271550183103144,0.173067304814113
"ULWOM",58,"GOVG","C612_C5",-0.143209470925795,0.179812798915281
"ULWOM",58,"VLNC","C05_C2",0.0852236819608424,0.155369447791302
"ULWOM",58,"VLNC","C05_C3",-0.06378667669384,0.129146831179875
"ULWOM",58,"VLNC","C05_C4",-0.023547109581543,0.163661310758973
"ULWOM",58,"VLNC","C612_C2",0.155569267190613,0.147723107546312
"ULWOM",58,"VLNC","C612_C3",0.112021772508852,0.110367660090131
"ULWOM",58,"VLNC","C612_C4",0.255160787041955,0.165420485144592
"ULWOM",58,"VLNC","C612_C5",-0.117031257938386,0.18136941147544
"ULWOM",58,"SCSP","C05_C2",0.184496725472533,0.250412666945757
"ULWOM",58,"SCSP","C05_C3",-0.048088357802403,0.202705586029744
"ULWOM",58,"SCSP","C05_C4",-0.241724548945262,0.251928351134977
"ULWOM",58,"SCSP","C612_C2",-0.00747921045972087,0.225660737885538
"ULWOM",58,"SCSP","C612_C3",0.131339321360761,0.16778744388436
"ULWOM",58,"SCSP","C612_C4",0.644286127624835,0.296598445418334
"ULWOM",58,"SCSP","C612_C5",0.331456934107364,0.288439884486879
"ULWOM",58,"SCHL","C05_C2",0.373415706805334,0.232476159079106
"ULWOM",58,"SCHL","C05_C3",-0.0349869962663469,0.193682172638938
"ULWOM",58,"SCHL","C05_C4",-0.177075707078393,0.243319524486714
"ULWOM",58,"SCHL","C612_C2",0.341133379894494,0.217402260762136
"ULWOM",58,"SCHL","C612_C3",0.243362448637883,0.157049830404604
"ULWOM",58,"SCHL","C612_C4",0.14167506535875,0.238250542264452
"ULWOM",58,"SCHL","C612_C5",0.29915653914364,0.26115105680965
"ULWOM",59,"DNKA","C05_C2",0.057329367492562,0.155311364510358
"ULWOM",59,"DNKA","C05_C3",-0.185299743681167,0.128400910875113
"ULWOM",59,"DNKA","C05_C4",-0.138426400858693,0.166703584609186
"ULWOM",59,"DNKA","C612_C2",0.0806145091627674,0.14723630142966
"ULWOM",59,"DNKA","C612_C3",-0.0621985540343519,0.11048045568668
"ULWOM",59,"DNKA","C612_C4",0.150660117344027,0.171193251887437
"ULWOM",59,"DNKA","C612_C5",0.0958241592623945,0.173630876752243
"ULWOM",59,"ESXC","C05_C2",0.294702643787638,0.196957997728912
"ULWOM",59,"ESXC","C05_C3",0.181573666056163,0.162228926273685
"ULWOM",59,"ESXC","C05_C4",-0.0274841315755453,0.20852839808132
"ULWOM",59,"ESXC","C612_C2",0.0157906150448556,0.18037195963582
"ULWOM",59,"ESXC","C612_C3",-0.219069705919194,0.134512164680619
"ULWOM",59,"ESXC","C612_C4",0.0318213737459573,0.215170566484185
"ULWOM",59,"ESXC","C612_C5",-0.479211795975663,0.215749898502327
"ULWOM",59,"FDSC","C05_C2",0.354282247334698,0.167374523648465
"ULWOM",59,"FDSC","C05_C3",0.31560620622922,0.141090613340494
"ULWOM",59,"FDSC","C05_C4",0.280959596840916,0.177981037320037
"ULWOM",59,"FDSC","C612_C2",0.183585832445884,0.152023608757487
"ULWOM",59,"FDSC","C612_C3",0.0333166308518845,0.114675905699748
"ULWOM",59,"FDSC","C612_C4",-0.100139827407227,0.181433866362684
"ULWOM",59,"FDSC","C612_C5",0.172709844546021,0.176592352923566
"ULWOM",59,"GOVG","C05_C2",0.187691297591364,0.163149861675213
"ULWOM",59,"GOVG","C05_C3",0.00704132239794125,0.131886479402838
"ULWOM",59,"GOVG","C05_C4",-0.112003379573885,0.169513585400817
"ULWOM",59,"GOVG","C612_C2",0.211599769683687,0.153083256263369
"ULWOM",59,"GOVG","C612_C3",0.085889727914313,0.112663925858904
"ULWOM",59,"GOVG","C612_C4",-0.0235862378155786,0.177403203175895
"ULWOM",59,"GOVG","C612_C5",-0.079994280220451,0.177336071515348
"ULWOM",59,"VLNC","C05_C2",0.198037740668275,0.156147820061435
"ULWOM",59,"VLNC","C05_C3",-0.0253338466281169,0.129200970152914
"ULWOM",59,"VLNC","C05_C4",-0.176315325262997,0.168256590634882
"ULWOM",59,"VLNC","C612_C2",0.0634371703118112,0.148896691149238
"ULWOM",59,"VLNC","C612_C3",0.15803161283782,0.111128428687509
"ULWOM",59,"VLNC","C612_C4",0.153480744176427,0.173270216243847
"ULWOM",59,"VLNC","C612_C5",0.0500172947495562,0.174947600822907
"ULWOM",59,"SCSP","C05_C2",0.51167056747635,0.259827173659065
"ULWOM",59,"SCSP","C05_C3",-0.0221038315441864,0.197938888946875
"ULWOM",59,"SCSP","C05_C4",-0.0245901649626071,0.256470525031089
"ULWOM",59,"SCSP","C612_C2",0.224180040617969,0.229348244883021
"ULWOM",59,"SCSP","C612_C3",0.262964299394252,0.166198673515127
"ULWOM",59,"SCSP","C612_C4",0.596937763794021,0.28669784454608
"ULWOM",59,"SCSP","C612_C5",0.481721930359725,0.292256510788137
"ULWOM",59,"SCHL","C05_C2",0.228521682154542,0.233133375521629
"ULWOM",59,"SCHL","C05_C3",-0.209725919955365,0.195694902064447
"ULWOM",59,"SCHL","C05_C4",-0.220729237666449,0.248733055497013
"ULWOM",59,"SCHL","C612_C2",0.430737927296764,0.215669876976705
"ULWOM",59,"SCHL","C612_C3",0.319137344538248,0.15802937280944
"ULWOM",59,"SCHL","C612_C4",0.461558011165738,0.248829249108224
"ULWOM",59,"SCHL","C612_C5",0.37731933293545,0.258654443509078
"ULWOM",60,"DNKA","C05_C2",0.187477341656941,0.155314430081158
"ULWOM",60,"DNKA","C05_C3",-0.100282284073539,0.130252841934857
"ULWOM",60,"DNKA","C05_C4",-0.203570303833963,0.168834878845699
"ULWOM",60,"DNKA","C612_C2",0.210680160966831,0.147449628585285
"ULWOM",60,"DNKA","C612_C3",-0.0575448369315029,0.110877581734568
"ULWOM",60,"DNKA","C612_C4",0.172193349979489,0.174256831203894
"ULWOM",60,"DNKA","C612_C5",0.0756921030768943,0.170519506704696
"ULWOM",60,"ESXC","C05_C2",0.248716492268892,0.195591304942268
"ULWOM",60,"ESXC","C05_C3",0.0603684223996509,0.162875502497263
"ULWOM",60,"ESXC","C05_C4",0.0117615304132907,0.206731279864023
"ULWOM",60,"ESXC","C612_C2",0.173397477762632,0.180948109098196
"ULWOM",60,"ESXC","C612_C3",-0.17435182812083,0.135212399764832
"ULWOM",60,"ESXC","C612_C4",0.0580193354459285,0.219178951218632
"ULWOM",60,"ESXC","C612_C5",-0.274609690557753,0.210044525441838
"ULWOM",60,"FDSC","C05_C2",0.232141201633479,0.166297800442252
"ULWOM",60,"FDSC","C05_C3",0.284074768186404,0.139933555585415
"ULWOM",60,"FDSC","C05_C4",0.162436984804882,0.176951594749859
"ULWOM",60,"FDSC","C612_C2",0.236612577341827,0.151330108067769
"ULWOM",60,"FDSC","C612_C3",-0.00904960337005471,0.114586748659897
"ULWOM",60,"FDSC","C612_C4",-0.0565067424061801,0.182932575964032
"ULWOM",60,"FDSC","C612_C5",-0.0270231128945291,0.175922981582585
"ULWOM",60,"GOVG","C05_C2",0.043363698391527,0.162834808479754
"ULWOM",60,"GOVG","C05_C3",-0.215632082287211,0.134588451884441
"ULWOM",60,"GOVG","C05_C4",-0.132084318637836,0.171900818543304
"ULWOM",60,"GOVG","C612_C2",0.0914741161742051,0.152377750197298
"ULWOM",60,"GOVG","C612_C3",0.165028165905074,0.113321544211822
"ULWOM",60,"GOVG","C612_C4",-0.0486353565142636,0.181096382846443
"ULWOM",60,"GOVG","C612_C5",0.088090728492351,0.173705188495964
"ULWOM",60,"VLNC","C05_C2",0.0750460689468572,0.155561894049095
"ULWOM",60,"VLNC","C05_C3",-0.0923141432799937,0.129989082305412
"ULWOM",60,"VLNC","C05_C4",-0.114586524313092,0.166420424461038
"ULWOM",60,"VLNC","C612_C2",0.218214099629649,0.146876523741878
"ULWOM",60,"VLNC","C612_C3",0.13238098207597,0.111225173304625
"ULWOM",60,"VLNC","C612_C4",0.0976122689857899,0.177164765809076
"ULWOM",60,"VLNC","C612_C5",0.0912106136640871,0.16981127712969
"ULWOM",60,"SCSP","C05_C2",0.229923803524992,0.247117035537781
"ULWOM",60,"SCSP","C05_C3",0.0132787341853679,0.200440309939678
"ULWOM",60,"SCSP","C05_C4",0.100479124421701,0.262358151823329
"ULWOM",60,"SCSP","C612_C2",0.274007450957937,0.236807541576078
"ULWOM",60,"SCSP","C612_C3",0.165784050554018,0.167397038163885
"ULWOM",60,"SCSP","C612_C4",0.814702978877914,0.32289727976873
"ULWOM",60,"SCSP","C612_C5",0.469546041030346,0.285986245799292
"ULWOM",60,"SCHL","C05_C2",0.291204111160471,0.231752565135795
"ULWOM",60,"SCHL","C05_C3",-0.0239001498281311,0.194786333342522
"ULWOM",60,"SCHL","C05_C4",0.188654511166219,0.245466962468905
"ULWOM",60,"SCHL","C612_C2",0.410067976855158,0.219323902056678
"ULWOM",60,"SCHL","C612_C3",0.212822133669593,0.159296150517178
"ULWOM",60,"SCHL","C612_C4",0.239403068755146,0.256972261608209
"ULWOM",60,"SCHL","C612_C5",0.306617141864989,0.25150635970164
"ULWOM",61,"DNKA","C05_C2",0.0389012440792859,0.156861547470691
"ULWOM",61,"DNKA","C05_C3",-0.148683785439434,0.132532651324227
"ULWOM",61,"DNKA","C05_C4",-0.148919413833381,0.166493579635425
"ULWOM",61,"DNKA","C612_C2",-0.00854058853936246,0.145795505737349
"ULWOM",61,"DNKA","C612_C3",-0.0875356274925341,0.110270469963229
"ULWOM",61,"DNKA","C612_C4",0.152488643571239,0.170965747015638
"ULWOM",61,"DNKA","C612_C5",-0.0144154778464636,0.176288624778668
"ULWOM",61,"ESXC","C05_C2",-0.0522404246936254,0.197786257265966
"ULWOM",61,"ESXC","C05_C3",-0.0784886836794975,0.165292679773036
"ULWOM",61,"ESXC","C05_C4",-0.114758088943314,0.204353793731177
"ULWOM",61,"ESXC","C612_C2",0.0129201026898708,0.177034500757989
"ULWOM",61,"ESXC","C612_C3",-0.185512586101785,0.135044074449827
"ULWOM",61,"ESXC","C612_C4",0.0946275034709409,0.216403964789221
"ULWOM",61,"ESXC","C612_C5",-0.401470472569966,0.215865604675939
"ULWOM",61,"FDSC","C05_C2",0.0758970757214822,0.168774858224011
"ULWOM",61,"FDSC","C05_C3",0.247599016086182,0.14184942278158
"ULWOM",61,"FDSC","C05_C4",0.233645424170883,0.173968186319092
"ULWOM",61,"FDSC","C612_C2",0.190697954705269,0.148392808585136
"ULWOM",61,"FDSC","C612_C3",-0.0415477911234593,0.113534091916364
"ULWOM",61,"FDSC","C612_C4",-0.273784899297505,0.18462400117552
"ULWOM",61,"FDSC","C612_C5",-0.138267831177701,0.183207763764706
"ULWOM",61,"GOVG","C05_C2",0.140864742589761,0.164017146945417
"ULWOM",61,"GOVG","C05_C3",-0.0297199926820054,0.135874191139483
"ULWOM",61,"GOVG","C05_C4",-0.0405762162533074,0.169015863971963
"ULWOM",61,"GOVG","C612_C2",0.212828310748577,0.150990312672302
"ULWOM",61,"GOVG","C612_C3",0.107029161854442,0.113200802899457
"ULWOM",61,"GOVG","C612_C4",-0.10664853346163,0.177045480297302
"ULWOM",61,"GOVG","C612_C5",0.0312879705316868,0.178964307168369
"ULWOM",61,"VLNC","C05_C2",0.0809804282713209,0.157460701085647
"ULWOM",61,"VLNC","C05_C3",-0.0765699393874666,0.13281049253044
"ULWOM",61,"VLNC","C05_C4",-0.0561054669926806,0.164677872122022
"ULWOM",61,"VLNC","C612_C2",0.0335874874584135,0.14673402160783
"ULWOM",61,"VLNC","C612_C3",0.12093635927704,0.110758260613182
"ULWOM",61,"VLNC","C612_C4",0.117419438012038,0.172613146578938
"ULWOM",61,"VLNC","C612_C5",0.00875178119069678,0.176734321547479
"ULWOM",61,"SCSP","C05_C2",0.370490629101011,0.256360171262873
"ULWOM",61,"SCSP","C05_C3",-0.0198484125188339,0.203384720123512
"ULWOM",61,"SCSP","C05_C4",-0.0744349044119525,0.253621765123373
"ULWOM",61,"SCSP","C612_C2",0.2055479423195,0.228601594798727
"ULWOM",61,"SCSP","C612_C3",0.218278153154172,0.166825823559568
"ULWOM",61,"SCSP","C612_C4",0.439127698254121,0.280509713926525
"ULWOM",61,"SCSP","C612_C5",0.40502022973037,0.287437389574386
"ULWOM",61,"SCHL","C05_C2",0.0045994932952335,0.234103781708
"ULWOM",61,"SCHL","C05_C3",-0.124269486054788,0.202373824038323
"ULWOM",61,"SCHL","C05_C4",0.128671939106771,0.251191210118255
"ULWOM",61,"SCHL","C612_C2",0.457586239404898,0.214520200918159
"ULWOM",61,"SCHL","C612_C3",0.139903958223856,0.158426672173505
"ULWOM",61,"SCHL","C612_C4",0.0404210223137707,0.250428456574294
"ULWOM",61,"SCHL","C612_C5",0.330722713215977,0.263812787812781
"ULWOM",62,"DNKA","C05_C2",0.146670557153188,0.155050104541229
"ULWOM",62,"DNKA","C05_C3",-0.078242606935054,0.131654605608115
"ULWOM",62,"DNKA","C05_C4",-0.0758331245376961,0.16732651346725
"ULWOM",62,"DNKA","C612_C2",0.0529410099281472,0.147775429318308
"ULWOM",62,"DNKA","C612_C3",-0.0769264683694125,0.109307700136895
"ULWOM",62,"DNKA","C612_C4",0.23404293746782,0.169475925631357
"ULWOM",62,"DNKA","C612_C5",-0.022659739559693,0.176669653373676
"ULWOM",62,"ESXC","C05_C2",0.251085242846817,0.196318714358443
"ULWOM",62,"ESXC","C05_C3",0.0748737784194924,0.166196511378571
"ULWOM",62,"ESXC","C05_C4",0.186100557830887,0.20742436480052
"ULWOM",62,"ESXC","C612_C2",-0.058682106811906,0.180445470344114
"ULWOM",62,"ESXC","C612_C3",-0.190541191507535,0.134109663501499
"ULWOM",62,"ESXC","C612_C4",0.17863413519006,0.214326806570976
"ULWOM",62,"ESXC","C612_C5",-0.314010285655869,0.214436520286815
"ULWOM",62,"FDSC","C05_C2",0.301108337757191,0.165837165553845
"ULWOM",62,"FDSC","C05_C3",0.295845999299118,0.142413921672305
"ULWOM",62,"FDSC","C05_C4",0.118433233855943,0.178725540668348
"ULWOM",62,"FDSC","C612_C2",0.246601796142211,0.15160442110235
"ULWOM",62,"FDSC","C612_C3",0.0296284194747733,0.113517516876564
"ULWOM",62,"FDSC","C612_C4",-0.165793187411376,0.182114630931829
"ULWOM",62,"FDSC","C612_C5",0.113176615725434,0.179800344431405
"ULWOM",62,"GOVG","C05_C2",0.0600532901562125,0.161550261870548
"ULWOM",62,"GOVG","C05_C3",0.0103572145127441,0.135380755010943
"ULWOM",62,"GOVG","C05_C4",-0.124336175592854,0.170195677326366
"ULWOM",62,"GOVG","C612_C2",0.263326165787275,0.15409535669678
"ULWOM",62,"GOVG","C612_C3",0.0394290963822101,0.111982482974518
"ULWOM",62,"GOVG","C612_C4",0.0584630359490256,0.177857722569257
"ULWOM",62,"GOVG","C612_C5",-0.159555654224034,0.177776813380853
"ULWOM",62,"VLNC","C05_C2",0.175667398492821,0.155454366475902
"ULWOM",62,"VLNC","C05_C3",-0.00557292044901153,0.132031573939975
"ULWOM",62,"VLNC","C05_C4",-0.140426861819085,0.167754117944529
"ULWOM",62,"VLNC","C612_C2",0.194147270416073,0.14678998800267
"ULWOM",62,"VLNC","C612_C3",0.115903350414809,0.109878046858443
"ULWOM",62,"VLNC","C612_C4",-0.0283525025628208,0.176077617560394
"ULWOM",62,"VLNC","C612_C5",0.0721619355435153,0.175328677247809
"ULWOM",62,"SCSP","C05_C2",0.204044985723202,0.253030704133677
"ULWOM",62,"SCSP","C05_C3",-0.142682164166481,0.206559254217073
"ULWOM",62,"SCSP","C05_C4",-0.0285266877373792,0.264392286262804
"ULWOM",62,"SCSP","C612_C2",0.157221608521142,0.232710573804553
"ULWOM",62,"SCSP","C612_C3",0.202433585827144,0.165669053676233
"ULWOM",62,"SCSP","C612_C4",0.556559493696058,0.285547674189287
"ULWOM",62,"SCSP","C612_C5",0.477761231587807,0.299480084729318
"ULWOM",62,"SCHL","C05_C2",-0.078441640065172,0.23288097977761
"ULWOM",62,"SCHL","C05_C3",-0.239682705151482,0.201605306981389
"ULWOM",62,"SCHL","C05_C4",-0.187971058295182,0.249214272385012
"ULWOM",62,"SCHL","C612_C2",0.301556153855168,0.218070310852394
"ULWOM",62,"SCHL","C612_C3",0.194326044634961,0.157916394066964
"ULWOM",62,"SCHL","C612_C4",0.209037381280733,0.246908933044066
"ULWOM",62,"SCHL","C612_C5",0.105036812506636,0.259341759554736
"ULWOM",63,"DNKA","C05_C2",0.0861468378840919,0.156774962598488
"ULWOM",63,"DNKA","C05_C3",-0.142294058366428,0.131856185430937
"ULWOM",63,"DNKA","C05_C4",0.0537168736716889,0.162709448092411
"ULWOM",63,"DNKA","C612_C2",0.0900630657049047,0.147258529465289
"ULWOM",63,"DNKA","C612_C3",-0.0640884869728931,0.111581336091557
"ULWOM",63,"DNKA","C612_C4",0.270879014009407,0.169836536336412
"ULWOM",63,"DNKA","C612_C5",0.0703581852711497,0.174479740698405
"ULWOM",63,"ESXC","C05_C2",0.218358034126294,0.198629472283136
"ULWOM",63,"ESXC","C05_C3",0.116066615440648,0.165130212149023
"ULWOM",63,"ESXC","C05_C4",0.0943077611207636,0.204083334581288
"ULWOM",63,"ESXC","C612_C2",0.0999138279273498,0.177904048540918
"ULWOM",63,"ESXC","C612_C3",-0.229869357144153,0.136645136661253
"ULWOM",63,"ESXC","C612_C4",0.130845046095155,0.216195746487927
"ULWOM",63,"ESXC","C612_C5",-0.389863267163841,0.215839958152174
"ULWOM",63,"FDSC","C05_C2",0.126518144434623,0.166667458796806
"ULWOM",63,"FDSC","C05_C3",0.197079945535033,0.140233587743632
"ULWOM",63,"FDSC","C05_C4",0.00612274707887786,0.173935797712075
"ULWOM",63,"FDSC","C612_C2",0.157434550289538,0.152160477155519
"ULWOM",63,"FDSC","C612_C3",0.0151755343245598,0.115102851788903
"ULWOM",63,"FDSC","C612_C4",-0.0470774021227329,0.17938732927004
"ULWOM",63,"FDSC","C612_C5",-0.0191857525807298,0.18042961498737
"ULWOM",63,"GOVG","C05_C2",0.154630141678397,0.163996286133773
"ULWOM",63,"GOVG","C05_C3",-0.000544371323573095,0.135085633985915
"ULWOM",63,"GOVG","C05_C4",-0.0347929966151159,0.167609462754152
"ULWOM",63,"GOVG","C612_C2",0.306267128682133,0.152797243619716
"ULWOM",63,"GOVG","C612_C3",0.115245333968528,0.113900491920093
"ULWOM",63,"GOVG","C612_C4",-0.0588416797999281,0.17731661930378
"ULWOM",63,"GOVG","C612_C5",0.0219465304111044,0.177916641634182
"ULWOM",63,"VLNC","C05_C2",0.0227719641963295,0.157506052180289
"ULWOM",63,"VLNC","C05_C3",-0.111608669753717,0.13157119139841
"ULWOM",63,"VLNC","C05_C4",0.0465272043063284,0.160841894052516
"ULWOM",63,"VLNC","C612_C2",0.0509069481586801,0.147813442657426
"ULWOM",63,"VLNC","C612_C3",0.0965654732849915,0.111090230411415
"ULWOM",63,"VLNC","C612_C4",0.13864927592803,0.171452150990956
"ULWOM",63,"VLNC","C612_C5",-0.0780008927042125,0.176696122683614
"ULWOM",63,"SCSP","C05_C2",0.292693132660381,0.250050165175554
"ULWOM",63,"SCSP","C05_C3",-0.0413920664225653,0.201230792865069
"ULWOM",63,"SCSP","C05_C4",0.229580013586449,0.264212280848562
"ULWOM",63,"SCSP","C612_C2",0.0815141395798601,0.226272612209823
"ULWOM",63,"SCSP","C612_C3",0.211257721174792,0.169551192879693
"ULWOM",63,"SCSP","C612_C4",0.539296063546828,0.292060964145231
"ULWOM",63,"SCSP","C612_C5",0.411974516770615,0.287540949750808
"ULWOM",63,"SCHL","C05_C2",0.370022920791534,0.233992836672766
"ULWOM",63,"SCHL","C05_C3",-0.00785420098161943,0.199315337082405
"ULWOM",63,"SCHL","C05_C4",0.104463495766252,0.244512511660123
"ULWOM",63,"SCHL","C612_C2",0.410035061971675,0.215943886647458
"ULWOM",63,"SCHL","C612_C3",0.241292064145076,0.159933239411802
"ULWOM",63,"SCHL","C612_C4",0.241895631436456,0.250062302965194
"ULWOM",63,"SCHL","C612_C5",0.392589686606983,0.259894256424464
"ULWOM",64,"DNKA","C05_C2",0.0495480375539188,0.155390220415847
"ULWOM",64,"DNKA","C05_C3",-0.157789726874359,0.130739139234397
"ULWOM",64,"DNKA","C05_C4",-0.125000284804296,0.165508914441355
"ULWOM",64,"DNKA","C612_C2",0.150232765146134,0.147035693789689
"ULWOM",64,"DNKA","C612_C3",-0.0528860642647528,0.110823563702124
"ULWOM",64,"DNKA","C612_C4",0.199911094353315,0.168659647645037
"ULWOM",64,"DNKA","C612_C5",0.104715755953028,0.175121682382787
"ULWOM",64,"ESXC","C05_C2",0.191666696706957,0.196197575073942
"ULWOM",64,"ESXC","C05_C3",0.0289277213070056,0.163294724310834
"ULWOM",64,"ESXC","C05_C4",-0.230435770313923,0.205953995307146
"ULWOM",64,"ESXC","C612_C2",0.122093596096757,0.179512162899979
"ULWOM",64,"ESXC","C612_C3",-0.185737828334583,0.136069955255904
"ULWOM",64,"ESXC","C612_C4",0.282882684004183,0.209686477006215
"ULWOM",64,"ESXC","C612_C5",-0.502073863281229,0.221134189275224
"ULWOM",64,"FDSC","C05_C2",0.360576555894163,0.169839950913728
"ULWOM",64,"FDSC","C05_C3",0.448494644458626,0.144899156179877
"ULWOM",64,"FDSC","C05_C4",0.514196766862029,0.175787426120915
"ULWOM",64,"FDSC","C612_C2",0.294222229267291,0.150074864659966
"ULWOM",64,"FDSC","C612_C3",-0.0651234254437912,0.114208746667834
"ULWOM",64,"FDSC","C612_C4",-0.136880136110512,0.179133529431786
"ULWOM",64,"FDSC","C612_C5",-0.139100990560086,0.182669573408406
"ULWOM",64,"GOVG","C05_C2",-0.104935842020591,0.161921906642945
"ULWOM",64,"GOVG","C05_C3",-0.160494867354265,0.134438041493717
"ULWOM",64,"GOVG","C05_C4",-0.0333110838617041,0.169908891916778
"ULWOM",64,"GOVG","C612_C2",0.175264497006263,0.152451242837134
"ULWOM",64,"GOVG","C612_C3",0.0867608836739878,0.112778968517179
