model_code,model_label,k_early,k_mid,n_subjects_total,n_pseudo_rows_total,total_weight_total,a_significant_terms,b_significant_terms,lcga_basis
UHSES,Univariate household socioeconomic status,4,5,1541,12518,1540.7660130000093,1,5,Strict restricted trajectory modelling LCGA
