"model","pv_draw_id","mediator","estimate","std.error"
"ULWOF",25,"DNKA",0.216641057668986,0.197968866745652
"ULWOF",25,"ESXC",0.292825102241781,0.239474856240904
"ULWOF",25,"FDSC",0.710325433878697,0.18549845026928
"ULWOF",25,"GOVG",-0.0656651387467343,0.203086256122892
"ULWOF",25,"VLNC",0.945280379520931,0.190864371334789
"ULWOF",25,"SCSP",-0.384070878917865,0.281921958661015
"ULWOF",25,"SCHL",0.228840964501047,0.235360801346864
"ULWOF",26,"DNKA",0.224708467791949,0.198449444308667
"ULWOF",26,"ESXC",0.300828682741279,0.23950393692058
"ULWOF",26,"FDSC",0.700123822337852,0.186048718298383
"ULWOF",26,"GOVG",-0.0598048728433159,0.203382821209751
"ULWOF",26,"VLNC",0.931085952545334,0.19091013780882
"ULWOF",26,"SCSP",-0.408344069086606,0.282502682968693
"ULWOF",26,"SCHL",0.224756674097457,0.235753453357515
"ULWOF",27,"DNKA",0.21035107103429,0.198332437294242
"ULWOF",27,"ESXC",0.298616542699024,0.239313603201891
"ULWOF",27,"FDSC",0.728345133707611,0.185689214071898
"ULWOF",27,"GOVG",-0.0580864522721033,0.203229680116797
"ULWOF",27,"VLNC",0.93801314312544,0.190737132677563
"ULWOF",27,"SCSP",-0.383651424936408,0.282122010692
"ULWOF",27,"SCHL",0.225033318499589,0.235372140392034
"ULWOF",28,"DNKA",0.202425447657522,0.19839080779613
"ULWOF",28,"ESXC",0.299624280816282,0.239273716726841
"ULWOF",28,"FDSC",0.722295984862045,0.185463216028201
"ULWOF",28,"GOVG",-0.058063632241741,0.20387300018377
"ULWOF",28,"VLNC",0.940832616603485,0.190707868222431
"ULWOF",28,"SCSP",-0.374630929692951,0.283136807373018
"ULWOF",28,"SCHL",0.230170949831958,0.235265999087175
"ULWOF",29,"DNKA",0.220262814005274,0.198341039393058
"ULWOF",29,"ESXC",0.297472829968828,0.239393063909558
"ULWOF",29,"FDSC",0.722347412030981,0.185256518759664
"ULWOF",29,"GOVG",-0.065346715938753,0.203017981974803
"ULWOF",29,"VLNC",0.942124575585921,0.190743949425
"ULWOF",29,"SCSP",-0.39343641306459,0.28175431637992
"ULWOF",29,"SCHL",0.236123823442603,0.235721427746997
"ULWOF",30,"DNKA",0.222706545285325,0.197985566244699
"ULWOF",30,"ESXC",0.29699954802963,0.239795775158204
"ULWOF",30,"FDSC",0.711589698660188,0.185581610178534
"ULWOF",30,"GOVG",-0.0645672435922634,0.20341095575844
"ULWOF",30,"VLNC",0.948271005231971,0.191098286816883
"ULWOF",30,"SCSP",-0.428124414900205,0.282595857875647
"ULWOF",30,"SCHL",0.217192903732055,0.235749903507515
"ULWOF",31,"DNKA",0.251274068654796,0.199167355099017
"ULWOF",31,"ESXC",0.308777137586414,0.239774989957477
"ULWOF",31,"FDSC",0.698745279779094,0.185715273805684
"ULWOF",31,"GOVG",-0.098374720520542,0.204022432874734
"ULWOF",31,"VLNC",0.921763188071112,0.190814771159353
"ULWOF",31,"SCSP",-0.412331627728153,0.282896494953203
"ULWOF",31,"SCHL",0.200045646072936,0.237043697759441
"ULWOF",32,"DNKA",0.211924249732661,0.198551195523169
"ULWOF",32,"ESXC",0.320111967300666,0.239747145808467
"ULWOF",32,"FDSC",0.707282214117091,0.185450058544442
"ULWOF",32,"GOVG",-0.0750242318743786,0.203514326462541
"ULWOF",32,"VLNC",0.942825801302571,0.191117419891169
"ULWOF",32,"SCSP",-0.397673267649953,0.281945086610607
"ULWOF",32,"SCHL",0.241883781222852,0.235833634096152
"ULWOF",33,"DNKA",0.21356744285976,0.198026326998012
"ULWOF",33,"ESXC",0.293716778328232,0.239724479858474
"ULWOF",33,"FDSC",0.71306130194963,0.185392923321478
"ULWOF",33,"GOVG",-0.063174190156077,0.203173664054678
"ULWOF",33,"VLNC",0.94177985401875,0.190639298589262
"ULWOF",33,"SCSP",-0.386467880999126,0.282065426417511
"ULWOF",33,"SCHL",0.222903540396205,0.234868237758635
"ULWOF",34,"DNKA",0.20974533167001,0.198393050829539
"ULWOF",34,"ESXC",0.301862779652621,0.23960174787376
"ULWOF",34,"FDSC",0.697715533100692,0.186000097826762
"ULWOF",34,"GOVG",-0.0712418828156015,0.203341719091996
"ULWOF",34,"VLNC",0.938531186054846,0.190568483458838
"ULWOF",34,"SCSP",-0.378415096563935,0.281790571437994
"ULWOF",34,"SCHL",0.222339117724306,0.235374357746876
"ULWOF",35,"DNKA",0.223822373926978,0.198666116458174
"ULWOF",35,"ESXC",0.294700543359808,0.23962078224956
"ULWOF",35,"FDSC",0.708728096285848,0.185517834971289
"ULWOF",35,"GOVG",-0.067874067025022,0.203539418327541
"ULWOF",35,"VLNC",0.931180129472263,0.190659635545795
"ULWOF",35,"SCSP",-0.392380871094667,0.28213829947094
"ULWOF",35,"SCHL",0.214253126936445,0.236041927467763
"ULWOF",36,"DNKA",0.221517306685675,0.198519219712537
"ULWOF",36,"ESXC",0.294080935423088,0.239732915769599
"ULWOF",36,"FDSC",0.693886457065014,0.186520619450824
"ULWOF",36,"GOVG",-0.0692757963928919,0.203299669880866
"ULWOF",36,"VLNC",0.93362848574017,0.190651561726869
"ULWOF",36,"SCSP",-0.407322155829873,0.282209314761107
"ULWOF",36,"SCHL",0.21475982551961,0.235637904380468
"ULWOF",37,"DNKA",0.227137898585511,0.198615949251898
"ULWOF",37,"ESXC",0.30380109194905,0.239063634238257
"ULWOF",37,"FDSC",0.709259823834012,0.185503162327859
"ULWOF",37,"GOVG",-0.0728391454738287,0.203333680347302
"ULWOF",37,"VLNC",0.935012044835614,0.190698866648075
"ULWOF",37,"SCSP",-0.398490788987431,0.281864569902405
"ULWOF",37,"SCHL",0.230873109314729,0.235849751899021
"ULWOF",38,"DNKA",0.216438579781243,0.19806842575342
"ULWOF",38,"ESXC",0.304267793791329,0.239344046993805
"ULWOF",38,"FDSC",0.707116359356885,0.18508209195463
"ULWOF",38,"GOVG",-0.0770304865828784,0.203484755998647
"ULWOF",38,"VLNC",0.933898001898415,0.190922521032487
"ULWOF",38,"SCSP",-0.387304770502497,0.281918616444673
"ULWOF",38,"SCHL",0.218176459012514,0.235109348982506
"ULWOF",39,"DNKA",0.215431115084217,0.198413062256541
"ULWOF",39,"ESXC",0.300343832915474,0.239888203982458
"ULWOF",39,"FDSC",0.714190122084141,0.185113670033378
"ULWOF",39,"GOVG",-0.063220943656917,0.20333707863483
"ULWOF",39,"VLNC",0.944081157067823,0.19083828373553
"ULWOF",39,"SCSP",-0.386610014544449,0.28196090662905
"ULWOF",39,"SCHL",0.225290911278462,0.235233175704345
"ULWOF",40,"DNKA",0.219696020776011,0.198372556334726
"ULWOF",40,"ESXC",0.30463824477037,0.239310269773893
"ULWOF",40,"FDSC",0.715386165514386,0.185353992060898
"ULWOF",40,"GOVG",-0.0728126880935393,0.202996249156652
"ULWOF",40,"VLNC",0.950907055479758,0.190801887329043
"ULWOF",40,"SCSP",-0.380749602452727,0.281732027006678
"ULWOF",40,"SCHL",0.244070326634774,0.235762610375334
"ULWOF",41,"DNKA",0.23739327767041,0.198471499679922
"ULWOF",41,"ESXC",0.321246633927907,0.239849405389261
"ULWOF",41,"FDSC",0.708036748386269,0.185263459267319
"ULWOF",41,"GOVG",-0.100257406814346,0.203542713484496
"ULWOF",41,"VLNC",0.93744460739915,0.190856388560133
"ULWOF",41,"SCSP",-0.392794023010422,0.281428388259955
"ULWOF",41,"SCHL",0.225690861736125,0.235900264087557
"ULWOF",42,"DNKA",0.229722214360449,0.198957204372974
"ULWOF",42,"ESXC",0.302410554650071,0.239570252949852
"ULWOF",42,"FDSC",0.707654549809919,0.18557162130339
"ULWOF",42,"GOVG",-0.0837723571141597,0.203634658312563
"ULWOF",42,"VLNC",0.944952791047855,0.190978741546385
"ULWOF",42,"SCSP",-0.405044926208831,0.281954220055703
"ULWOF",42,"SCHL",0.220821091312627,0.235606934840351
"ULWOF",43,"DNKA",0.218120243705942,0.198503197806161
"ULWOF",43,"ESXC",0.300643656647071,0.239810667495505
"ULWOF",43,"FDSC",0.724991622858828,0.185512430657346
"ULWOF",43,"GOVG",-0.0784742792605775,0.203402729730417
"ULWOF",43,"VLNC",0.936165366096783,0.190737640310107
"ULWOF",43,"SCSP",-0.403578756869645,0.281839066755096
"ULWOF",43,"SCHL",0.216781301436242,0.235674555172472
"ULWOF",44,"DNKA",0.230311299660774,0.198483444556207
"ULWOF",44,"ESXC",0.302882728798506,0.239448924373419
"ULWOF",44,"FDSC",0.708369843907726,0.185445068978774
"ULWOF",44,"GOVG",-0.0847930033604976,0.203355784916034
"ULWOF",44,"VLNC",0.946741875854196,0.190648201481332
"ULWOF",44,"SCSP",-0.418873990024434,0.281869589237164
"ULWOF",44,"SCHL",0.231000180292057,0.235663382988157
"ULWOF",45,"DNKA",0.215771975176471,0.198413685006409
"ULWOF",45,"ESXC",0.296864650657757,0.239591552097896
"ULWOF",45,"FDSC",0.716943426609255,0.185303033242057
"ULWOF",45,"GOVG",-0.05655461910637,0.203257114851409
"ULWOF",45,"VLNC",0.941066856277055,0.19059572089823
"ULWOF",45,"SCSP",-0.396398438377298,0.281894626422542
"ULWOF",45,"SCHL",0.233385512232307,0.235466623522952
"ULWOF",46,"DNKA",0.219242692168786,0.198323079623307
"ULWOF",46,"ESXC",0.310362638060941,0.239161333593797
"ULWOF",46,"FDSC",0.719964194953901,0.185168856832719
"ULWOF",46,"GOVG",-0.0714194128889862,0.203365913611672
"ULWOF",46,"VLNC",0.940099063817234,0.190847392962481
"ULWOF",46,"SCSP",-0.38090633272877,0.282272443871923
"ULWOF",46,"SCHL",0.22250039874155,0.235423621338756
"ULWOF",47,"DNKA",0.219283962223581,0.198249583412879
"ULWOF",47,"ESXC",0.304922952919313,0.239558603413832
"ULWOF",47,"FDSC",0.698022496724,0.185405268082125
"ULWOF",47,"GOVG",-0.0786678796985896,0.2035214004503
"ULWOF",47,"VLNC",0.938814241102207,0.190805557722124
"ULWOF",47,"SCSP",-0.400643937542058,0.281787916037464
"ULWOF",47,"SCHL",0.228599623539785,0.235391425827109
"ULWOF",48,"DNKA",0.215262851843007,0.198431046383911
"ULWOF",48,"ESXC",0.302601332663904,0.240305767034338
"ULWOF",48,"FDSC",0.711481394073401,0.185318671883853
"ULWOF",48,"GOVG",-0.0659885299227145,0.203315910157885
"ULWOF",48,"VLNC",0.941199682697426,0.190770854522554
"ULWOF",48,"SCSP",-0.387235075065804,0.281501326292706
"ULWOF",48,"SCHL",0.220180064083124,0.235936374118949
"ULWOF",49,"DNKA",0.223073911887058,0.198592047078225
"ULWOF",49,"ESXC",0.307820459681626,0.239029503528018
"ULWOF",49,"FDSC",0.711911849787829,0.185165538071217
"ULWOF",49,"GOVG",-0.0754433721720358,0.20330860609404
"ULWOF",49,"VLNC",0.938162365583788,0.19041015159068
"ULWOF",49,"SCSP",-0.386317342768583,0.281730960132458
"ULWOF",49,"SCHL",0.232547947028788,0.235370408904077
"ULWOF",50,"DNKA",0.212154530424846,0.197994765286866
"ULWOF",50,"ESXC",0.296800431400331,0.239663913056009
"ULWOF",50,"FDSC",0.7152357061895,0.185309390382452
"ULWOF",50,"GOVG",-0.0710696682706334,0.203075174963339
"ULWOF",50,"VLNC",0.935968714058928,0.190665050643401
"ULWOF",50,"SCSP",-0.386615996321006,0.281727438745572
"ULWOF",50,"SCHL",0.225133519999679,0.234972817381005
"ULWOF",51,"DNKA",0.212248508268575,0.198522707130507
"ULWOF",51,"ESXC",0.295569940576558,0.240010978523972
"ULWOF",51,"FDSC",0.716772577634166,0.185266904684978
"ULWOF",51,"GOVG",-0.0668811724995258,0.203317047961262
"ULWOF",51,"VLNC",0.959380325307297,0.191321561494122
"ULWOF",51,"SCSP",-0.38411183314845,0.281460397714629
"ULWOF",51,"SCHL",0.227893429200636,0.235396596592205
"ULWOF",52,"DNKA",0.219147399841668,0.198627354851091
"ULWOF",52,"ESXC",0.301773430317844,0.239425892545875
"ULWOF",52,"FDSC",0.713954309727619,0.185134132482348
"ULWOF",52,"GOVG",-0.0713991096664819,0.203458806486048
"ULWOF",52,"VLNC",0.9402495669412,0.191065145941458
"ULWOF",52,"SCSP",-0.388939482590864,0.281929827394144
"ULWOF",52,"SCHL",0.220757731925768,0.235385535056082
"ULWOF",53,"DNKA",0.2095592808222,0.198256579715718
"ULWOF",53,"ESXC",0.295255891772402,0.239493408747368
"ULWOF",53,"FDSC",0.719018340243277,0.185324550595442
"ULWOF",53,"GOVG",-0.069666433894227,0.203504271243527
"ULWOF",53,"VLNC",0.935997276695577,0.190634956100786
"ULWOF",53,"SCSP",-0.382190536041446,0.28219301276175
"ULWOF",53,"SCHL",0.233434784407215,0.235322691186028
"ULWOF",54,"DNKA",0.215333647855151,0.198038035248382
"ULWOF",54,"ESXC",0.307115198975282,0.239508823683603
"ULWOF",54,"FDSC",0.709376863926085,0.185319456331824
"ULWOF",54,"GOVG",-0.07187869310429,0.20342945292717
"ULWOF",54,"VLNC",0.937130687206176,0.190700824111532
"ULWOF",54,"SCSP",-0.397658511043007,0.281951021103207
"ULWOF",54,"SCHL",0.214834729553212,0.235401414889847
"ULWOF",55,"DNKA",0.220890490136527,0.198375775848726
"ULWOF",55,"ESXC",0.303719564513767,0.239183639731995
"ULWOF",55,"FDSC",0.716430719327497,0.185179805554783
"ULWOF",55,"GOVG",-0.0707877559240562,0.203369488625488
"ULWOF",55,"VLNC",0.936542568145887,0.190580330796274
"ULWOF",55,"SCSP",-0.382709786804888,0.28204865832509
"ULWOF",55,"SCHL",0.229530347011682,0.235546728029653
"ULWOF",56,"DNKA",0.219219038810116,0.198089877302515
"ULWOF",56,"ESXC",0.29932027611375,0.239231580609079
"ULWOF",56,"FDSC",0.720472723158772,0.185621967128074
"ULWOF",56,"GOVG",-0.0670291441694683,0.202915178998647
"ULWOF",56,"VLNC",0.938458393877942,0.190456448735966
"ULWOF",56,"SCSP",-0.386213769697287,0.282047760377435
"ULWOF",56,"SCHL",0.225832465233326,0.235204142827611
"ULWOF",57,"DNKA",0.218215425233562,0.198293114700585
"ULWOF",57,"ESXC",0.301530067652824,0.23975310830451
"ULWOF",57,"FDSC",0.7159987584961,0.185643407304903
"ULWOF",57,"GOVG",-0.062449163262526,0.203141418176441
"ULWOF",57,"VLNC",0.941321396289777,0.190773836801257
"ULWOF",57,"SCSP",-0.380513373116159,0.281885486919141
"ULWOF",57,"SCHL",0.246458506794345,0.235935906181895
"ULWOF",58,"DNKA",0.209444813631659,0.198225572701496
"ULWOF",58,"ESXC",0.31365307798246,0.239652634608037
"ULWOF",58,"FDSC",0.711024486517461,0.185174987065629
"ULWOF",58,"GOVG",-0.0696288266487938,0.203152626951027
"ULWOF",58,"VLNC",0.954232010104445,0.191238392295225
"ULWOF",58,"SCSP",-0.40239640686639,0.282130521275149
"ULWOF",58,"SCHL",0.216901525349597,0.235177934065877
"ULWOF",59,"DNKA",0.215588073254873,0.198327438501289
"ULWOF",59,"ESXC",0.309718569307917,0.239605487852222
"ULWOF",59,"FDSC",0.715632849736707,0.185121019174086
"ULWOF",59,"GOVG",-0.0602455891337451,0.203194699075169
"ULWOF",59,"VLNC",0.936263977530186,0.190625668950998
"ULWOF",59,"SCSP",-0.38991427508132,0.281805128260341
"ULWOF",59,"SCHL",0.224825854562957,0.235507092242554
"ULWOF",60,"DNKA",0.222417442253439,0.198365022702527
"ULWOF",60,"ESXC",0.29516963416985,0.239818978773058
"ULWOF",60,"FDSC",0.70614730759856,0.185417450979396
"ULWOF",60,"GOVG",-0.064527838411276,0.203855809470196
"ULWOF",60,"VLNC",0.939466177694529,0.190918310784048
"ULWOF",60,"SCSP",-0.409763432133432,0.281673435888165
"ULWOF",60,"SCHL",0.224803999811248,0.235570154959856
"ULWOF",61,"DNKA",0.216513370125871,0.198396827241422
"ULWOF",61,"ESXC",0.303132025768914,0.239681953220845
"ULWOF",61,"FDSC",0.710149085027811,0.185561652411298
"ULWOF",61,"GOVG",-0.0707256906809352,0.203431780858955
"ULWOF",61,"VLNC",0.945074056067326,0.190780299876839
"ULWOF",61,"SCSP",-0.386764065542785,0.281598282197258
"ULWOF",61,"SCHL",0.235229291095453,0.235519680407169
"ULWOF",62,"DNKA",0.208319483408908,0.198297600413789
"ULWOF",62,"ESXC",0.305714622098751,0.239745963501154
"ULWOF",62,"FDSC",0.720397101472075,0.185812583673026
"ULWOF",62,"GOVG",-0.0683081105028238,0.203247232291813
"ULWOF",62,"VLNC",0.940593452865127,0.19079403296394
"ULWOF",62,"SCSP",-0.383342553103035,0.282329654469012
"ULWOF",62,"SCHL",0.230561724602517,0.235659755402017
"ULWOF",63,"DNKA",0.21598619007319,0.198520820617385
"ULWOF",63,"ESXC",0.305989817051903,0.239507361022891
"ULWOF",63,"FDSC",0.712691013511385,0.185138886103356
"ULWOF",63,"GOVG",-0.0739425268288964,0.20274630524991
"ULWOF",63,"VLNC",0.934123381461797,0.190550255156916
"ULWOF",63,"SCSP",-0.384646461655364,0.281820732097938
"ULWOF",63,"SCHL",0.233904933634671,0.23552527345212
"ULWOF",64,"DNKA",0.214561357726411,0.198151014365789
"ULWOF",64,"ESXC",0.301320409223306,0.239437001493558
"ULWOF",64,"FDSC",0.715923455151447,0.185410916181003
"ULWOF",64,"GOVG",-0.0656350304022192,0.203588084304798
"ULWOF",64,"VLNC",0.936842554324764,0.190670206712854
"ULWOF",64,"SCSP",-0.391072318411238,0.28213914370558
"ULWOF",64,"SCHL",0.222320389139895,0.235119598506406
"ULWOF",65,"DNKA",0.237397345266389,0.198775383983927
"ULWOF",65,"ESXC",0.289151359278329,0.240174419980008
"ULWOF",65,"FDSC",0.709652480732578,0.185259693271374
"ULWOF",65,"GOVG",-0.0798513280150614,0.203164717533654
"ULWOF",65,"VLNC",0.950263687426622,0.190945554471277
"ULWOF",65,"SCSP",-0.411499968537567,0.281792743141545
"ULWOF",65,"SCHL",0.218204753546404,0.23547948598357
"ULWOF",66,"DNKA",0.215831425829166,0.19803458948074
"ULWOF",66,"ESXC",0.294891849257041,0.2396224553192
"ULWOF",66,"FDSC",0.706407912090924,0.185404459502257
"ULWOF",66,"GOVG",-0.0795133257562638,0.203600701349288
"ULWOF",66,"VLNC",0.946044854200596,0.190570207876068
"ULWOF",66,"SCSP",-0.378266689630156,0.282297398134151
"ULWOF",66,"SCHL",0.224876629793522,0.23512594096646
"ULWOF",67,"DNKA",0.208435280016021,0.199424495852463
"ULWOF",67,"ESXC",0.290517801922023,0.23965559091601
"ULWOF",67,"FDSC",0.730883530366985,0.185617320224832
"ULWOF",67,"GOVG",-0.0661432930092264,0.202992687073274
"ULWOF",67,"VLNC",0.937061283602572,0.191214014278324
"ULWOF",67,"SCSP",-0.392113424056108,0.28240802325765
"ULWOF",67,"SCHL",0.246883526506129,0.236201324725412
"ULWOF",68,"DNKA",0.212465413638436,0.19804804608953
"ULWOF",68,"ESXC",0.303228343804841,0.239342117512328
"ULWOF",68,"FDSC",0.714613258149979,0.185187021142216
"ULWOF",68,"GOVG",-0.0607804977780911,0.203229460603397
"ULWOF",68,"VLNC",0.936480587118071,0.190619191903087
"ULWOF",68,"SCSP",-0.386203756971106,0.281853888589718
"ULWOF",68,"SCHL",0.225579016915546,0.235207464844963
"ULWOF",69,"DNKA",0.219333857267755,0.198440541581469
"ULWOF",69,"ESXC",0.31701223141108,0.239546809957363
"ULWOF",69,"FDSC",0.704622388621909,0.185087612305905
"ULWOF",69,"GOVG",-0.0900615403247347,0.203837673179121
"ULWOF",69,"VLNC",0.932980867860319,0.190664595111225
"ULWOF",69,"SCSP",-0.394311563507996,0.281790533300068
"ULWOF",69,"SCHL",0.236535461757207,0.235813452382289
"ULWOF",70,"DNKA",0.210461110472116,0.198513171350253
"ULWOF",70,"ESXC",0.316951304016745,0.239924152272935
"ULWOF",70,"FDSC",0.717939291599429,0.185256002300415
"ULWOF",70,"GOVG",-0.0742089334358486,0.203535279668855
"ULWOF",70,"VLNC",0.932969910490712,0.190662751242268
"ULWOF",70,"SCSP",-0.395957119337501,0.281996028752611
"ULWOF",70,"SCHL",0.231192752434947,0.235753450717045
"ULWOF",71,"DNKA",0.217758026034188,0.198200804392791
"ULWOF",71,"ESXC",0.302606416541353,0.239404190066292
"ULWOF",71,"FDSC",0.706067403239948,0.185365455973267
"ULWOF",71,"GOVG",-0.0772980696160774,0.203229314573369
"ULWOF",71,"VLNC",0.939585454946223,0.19080512096875
"ULWOF",71,"SCSP",-0.390889821181448,0.282311428230219
"ULWOF",71,"SCHL",0.226828571639772,0.235159187651503
"ULWOF",72,"DNKA",0.225240682260268,0.199279890008926
"ULWOF",72,"ESXC",0.318441213539281,0.239442612174478
"ULWOF",72,"FDSC",0.713815732749956,0.185550384894663
"ULWOF",72,"GOVG",-0.0990487583065041,0.204124508349437
"ULWOF",72,"VLNC",0.914850006049949,0.190954517983209
"ULWOF",72,"SCSP",-0.391741976782618,0.282970951422262
"ULWOF",72,"SCHL",0.218349659258255,0.236673047267402
"ULWOF",73,"DNKA",0.228851668571585,0.198346440807119
"ULWOF",73,"ESXC",0.319437770295857,0.239514483354744
"ULWOF",73,"FDSC",0.702355521126965,0.185246427401694
"ULWOF",73,"GOVG",-0.0896292361326526,0.203204634888369
"ULWOF",73,"VLNC",0.941790282931418,0.190842302265632
"ULWOF",73,"SCSP",-0.402118204751627,0.281679027399835
"ULWOF",73,"SCHL",0.22424914443722,0.235247312830137
"ULWOF",74,"DNKA",0.21242999656406,0.198073170703098
"ULWOF",74,"ESXC",0.298875885831011,0.239434214193094
"ULWOF",74,"FDSC",0.712034610888844,0.18546996584849
"ULWOF",74,"GOVG",-0.0702506628007247,0.203102029692138
"ULWOF",74,"VLNC",0.938204166827246,0.190474006850445
"ULWOF",74,"SCSP",-0.393034845210289,0.281675816295795
"ULWOF",74,"SCHL",0.225265679835592,0.235205970565512
"ULWOF",75,"DNKA",0.205735402366177,0.198006141788464
"ULWOF",75,"ESXC",0.297564950453635,0.239793674961318
"ULWOF",75,"FDSC",0.716139811883467,0.185467752443613
"ULWOF",75,"GOVG",-0.0526628630102288,0.203346532285277
"ULWOF",75,"VLNC",0.93958149173032,0.190888767220767
"ULWOF",75,"SCSP",-0.39266483830655,0.281931474169249
"ULWOF",75,"SCHL",0.23495974026898,0.235605064794505
"ULWOF",76,"DNKA",0.248835984372373,0.19875506396852
"ULWOF",76,"ESXC",0.328160378284388,0.239372424255654
"ULWOF",76,"FDSC",0.712219774111115,0.185367401481277
"ULWOF",76,"GOVG",-0.109379667748804,0.203635675208004
"ULWOF",76,"VLNC",0.949236961567061,0.191302011338542
"ULWOF",76,"SCSP",-0.389396065214419,0.282484597542058
"ULWOF",76,"SCHL",0.230088574202232,0.235981362341258
"ULWOF",77,"DNKA",0.216148476140788,0.198128671070325
"ULWOF",77,"ESXC",0.301318209391117,0.239637315488883
"ULWOF",77,"FDSC",0.70148325202304,0.185708270593905
"ULWOF",77,"GOVG",-0.0719602886000755,0.203295433155293
"ULWOF",77,"VLNC",0.941528240814292,0.190792791265991
"ULWOF",77,"SCSP",-0.393636568428118,0.281870700193164
"ULWOF",77,"SCHL",0.217538031433566,0.235212102106944
"ULWOF",78,"DNKA",0.224997090455392,0.198366482297469
"ULWOF",78,"ESXC",0.297767898283259,0.239526038348274
"ULWOF",78,"FDSC",0.705769091843153,0.185517552077929
"ULWOF",78,"GOVG",-0.0673040043039595,0.203117493634141
"ULWOF",78,"VLNC",0.949137710679315,0.190692266973145
"ULWOF",78,"SCSP",-0.411885747548916,0.282499566210794
"ULWOF",78,"SCHL",0.228071220731274,0.236109958766774
"ULWOF",79,"DNKA",0.226318310319058,0.198352423959294
"ULWOF",79,"ESXC",0.306031009709806,0.23909290305649
"ULWOF",79,"FDSC",0.707229116669899,0.185303843808144
"ULWOF",79,"GOVG",-0.0835428351697053,0.203032466277929
"ULWOF",79,"VLNC",0.932744760695541,0.19100317783931
"ULWOF",79,"SCSP",-0.390421404629284,0.282000537197362
"ULWOF",79,"SCHL",0.221415936216295,0.235243672417627
"ULWOF",80,"DNKA",0.211226528675277,0.198144111294456
"ULWOF",80,"ESXC",0.298866777107369,0.239303524343696
"ULWOF",80,"FDSC",0.714796024147688,0.185315506784154
"ULWOF",80,"GOVG",-0.0787305831789722,0.203187071246679
"ULWOF",80,"VLNC",0.942058689405013,0.190732273370283
"ULWOF",80,"SCSP",-0.39808576357754,0.282117208430219
"ULWOF",80,"SCHL",0.209052645001178,0.235800888560152
"ULWOF",81,"DNKA",0.228632701525697,0.198306014453826
"ULWOF",81,"ESXC",0.325786816646265,0.239716590986088
"ULWOF",81,"FDSC",0.703908728322904,0.185367698471914
"ULWOF",81,"GOVG",-0.0755194208229154,0.203325942063838
"ULWOF",81,"VLNC",0.936065678705722,0.190915912237358
"ULWOF",81,"SCSP",-0.393276473551576,0.282217448064478
"ULWOF",81,"SCHL",0.254432300733398,0.236280696369608
"ULWOF",82,"DNKA",0.207077148095132,0.198414823736218
"ULWOF",82,"ESXC",0.313449306198248,0.239859250364777
"ULWOF",82,"FDSC",0.723226804415315,0.185313735004528
"ULWOF",82,"GOVG",-0.0685426295411671,0.203623665998401
"ULWOF",82,"VLNC",0.938210347353086,0.19080658981983
"ULWOF",82,"SCSP",-0.403962827054931,0.282365306207803
"ULWOF",82,"SCHL",0.218022387550469,0.236041228961304
"ULWOF",83,"DNKA",0.217470388413648,0.198577643196324
"ULWOF",83,"ESXC",0.306798786819524,0.240154538851897
"ULWOF",83,"FDSC",0.706021111517648,0.185572312275276
"ULWOF",83,"GOVG",-0.074712834845856,0.203096698848553
"ULWOF",83,"VLNC",0.93834024522605,0.191187006423936
"ULWOF",83,"SCSP",-0.395856640649556,0.282097564038274
"ULWOF",83,"SCHL",0.221566970431075,0.236066242036
"ULWOF",84,"DNKA",0.206329329981335,0.198577594209213
"ULWOF",84,"ESXC",0.302727269018071,0.239478786500973
"ULWOF",84,"FDSC",0.72646410132935,0.185399797772709
"ULWOF",84,"GOVG",-0.068917906612947,0.203219320761171
"ULWOF",84,"VLNC",0.944034594599705,0.190713413652542
"ULWOF",84,"SCSP",-0.372357858214926,0.282717778331354
"ULWOF",84,"SCHL",0.238235911527575,0.235425925921417
"ULWOF",85,"DNKA",0.22261454278429,0.198309780112148
"ULWOF",85,"ESXC",0.302493008070034,0.240080146434803
"ULWOF",85,"FDSC",0.700091878680973,0.185416623289552
"ULWOF",85,"GOVG",-0.075325538012901,0.203406196717592
"ULWOF",85,"VLNC",0.954035941422503,0.190952558191037
"ULWOF",85,"SCSP",-0.419225428619389,0.281862637006023
"ULWOF",85,"SCHL",0.234780125317669,0.235455842315101
"ULWOF",86,"DNKA",0.213281378750765,0.198093615023254
"ULWOF",86,"ESXC",0.302583299506551,0.239161711048274
"ULWOF",86,"FDSC",0.711855376089982,0.185151614511787
"ULWOF",86,"GOVG",-0.0785629673104991,0.203690620884835
"ULWOF",86,"VLNC",0.935191467829201,0.190533051791688
"ULWOF",86,"SCSP",-0.388316175975642,0.281803594024578
"ULWOF",86,"SCHL",0.21735517210923,0.235711033650969
"ULWOF",87,"DNKA",0.22446827468515,0.19876996404995
"ULWOF",87,"ESXC",0.320009852066506,0.239456095619852
"ULWOF",87,"FDSC",0.714971109212585,0.185328370573831
"ULWOF",87,"GOVG",-0.0712175058946069,0.203725262452984
"ULWOF",87,"VLNC",0.942965692727334,0.190730643254739
"ULWOF",87,"SCSP",-0.412843281270863,0.282031497710599
"ULWOF",87,"SCHL",0.220745426717785,0.236039062867601
"ULWOF",88,"DNKA",0.208335688833251,0.198296410228076
"ULWOF",88,"ESXC",0.297902899792237,0.239851010236993
"ULWOF",88,"FDSC",0.722589974173341,0.185368919271386
"ULWOF",88,"GOVG",-0.0582458084444646,0.2031576167336
