"model_code","response","response_label","hypothesis_id","hypothesis","role","window","reference_label","comparator_label","expected_direction","contrast_label","hypothesis_supported","effect_group","effect_type","term","estimate","std.error","statistic","p.value","conf.low","conf.high","odds_ratio","or_conf.low","or_conf.high","class","class_window","class_label","benchmark_class","benchmark_label","term_label","n_subjects","n_pseudo_rows","total_weight"
"ULWOM","VLNC","Violence exposure","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Stable High Maternal Absence","higher","H1: Stable High Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class4",-0.133388517216287,0.112904119632281,-1.18143179939512,0.237431231707323,-0.354680591695558,0.0879035572629834,0.875125024913486,0.701397439600437,1.09188281278316,4,"Middle–Late Childhood (6–12 Years)","Stable High Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Stable High Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Late-Onset Maternal Absence","higher","H1: Late-Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class1",0.0326763616267132,0.199125340501591,0.164099463907519,0.869652843832406,-0.357609305756404,0.422962029009831,1.03321609674821,0.699346252193686,1.52647633304817,1,"Early Childhood (0–5 Years)","Late-Onset Maternal Absence",2,"Stable Low Maternal Absence","Early: Late-Onset Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Stable High Maternal Absence","higher","H1: Stable High Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class3",-0.325190541062284,0.21274797272794,-1.52852474640561,0.126382304217344,-0.742176567609046,0.0917954854844794,0.722389695627749,0.47607657415802,1.09614062248721,3,"Early Childhood (0–5 Years)","Stable High Maternal Absence",2,"Stable Low Maternal Absence","Early: Stable High Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Early Peak, Declining Maternal Absence","higher","H1: Early Peak, Declining Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class4",-0.0145154594305122,0.169905103915939,-0.08543274507924,0.931917361507258,-0.347529463105753,0.318498544244728,0.985589381964043,0.706431199965791,1.37506161942919,4,"Early Childhood (0–5 Years)","Early Peak, Declining Maternal Absence",2,"Stable Low Maternal Absence","Early: Early Peak, Declining Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Late-Onset Maternal Absence","higher","H1: Late-Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class1",-0.297253192931447,0.234130424636364,-1.26960515017696,0.204225313955316,-0.756148825218721,0.161642439355827,0.742855902685281,0.46947096472439,1.17543987513334,1,"Middle–Late Childhood (6–12 Years)","Late-Onset Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Late-Onset Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Mid-Childhood Onset Maternal Absence","higher","H1: Mid-Childhood Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class2",-0.306844025196469,0.25770255259818,-1.19069067070869,0.233775041689806,-0.811941028288902,0.198252977895965,0.735765352814168,0.443995421611494,1.21927080337205,2,"Middle–Late Childhood (6–12 Years)","Mid-Childhood Onset Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Mid-Childhood Onset Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Declining Maternal Absence","higher","H1: Declining Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class3",0.0539202226269262,0.200376048199792,0.269095149402104,0.787856463028933,-0.338816831844667,0.446657277098519,1.05540040172489,0.712612965137926,1.56307850467676,3,"Middle–Late Childhood (6–12 Years)","Declining Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Declining Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCSP","Low social support","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Stable High Maternal Absence","higher","H1: Stable High Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class4",0.185610763751101,0.168374136683597,1.10237099002856,0.270300418153561,-0.144402544148749,0.51562407165095,1.20395354680098,0.865539260158339,1.67468329812041,4,"Middle–Late Childhood (6–12 Years)","Stable High Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Stable High Maternal Absence vs Stable Low Maternal Absence",3266,15642,3265.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Late-Onset Maternal Absence","higher","H1: Late-Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class1",-0.128632521112509,0.190101351716983,-0.676652322304435,0.49862657347131,-0.501231170477796,0.243966128252778,0.87929702927649,0.605784376565673,1.27630109920909,1,"Early Childhood (0–5 Years)","Late-Onset Maternal Absence",2,"Stable Low Maternal Absence","Early: Late-Onset Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Stable High Maternal Absence","higher","H1: Stable High Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class3",-0.345599089232,0.203338938673388,-1.69962079809571,0.0892022756890836,-0.74414340903184,0.0529452305678412,0.707796193347721,0.475141127270949,1.05437189618789,3,"Early Childhood (0–5 Years)","Stable High Maternal Absence",2,"Stable Low Maternal Absence","Early: Stable High Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Early childhood","Stable Low Maternal Absence","Early Peak, Declining Maternal Absence","higher","H1: Early Peak, Declining Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","early_class","early_class4",-0.077207177246773,0.156820274851287,-0.49232905196722,0.622486745602911,-0.384574915955295,0.230160561461749,0.925698050165151,0.680739946399465,1.25880210881104,4,"Early Childhood (0–5 Years)","Early Peak, Declining Maternal Absence",2,"Stable Low Maternal Absence","Early: Early Peak, Declining Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Late-Onset Maternal Absence","higher","H1: Late-Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class1",0.0347084891314129,0.20612650270971,0.16838440799771,0.866280873583901,-0.369299456179619,0.438716434442444,1.03531785839726,0.691218389836752,1.55071549553165,1,"Middle–Late Childhood (6–12 Years)","Late-Onset Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Late-Onset Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Mid-Childhood Onset Maternal Absence","higher","H1: Mid-Childhood Onset Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class2",-0.279975204460963,0.239427247115541,-1.16935398052609,0.242261042833134,-0.749252608807424,0.189302199885498,0.755802481753327,0.47271972730554,1.20840607748801,2,"Middle–Late Childhood (6–12 Years)","Mid-Childhood Onset Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Mid-Childhood Onset Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Declining Maternal Absence","higher","H1: Declining Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class3",-0.149708211040632,0.184456953587023,-0.811615979388937,0.41701201930277,-0.511243840071197,0.211827417989934,0.860959158154065,0.599749122681026,1.23593456659975,3,"Middle–Late Childhood (6–12 Years)","Declining Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Declining Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"ULWOM","SCHL","School disengagement","H1","Hypothesis 1. Stable low maternal absence will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Low Maternal Absence","Stable High Maternal Absence","higher","H1: Stable High Maternal Absence vs Stable Low Maternal Absence",FALSE,"Two-window class history","mid_class","mid_class4",0.119942604183391,0.16821213151681,0.713043721055311,0.475818703041819,-0.209753173589556,0.449638381956338,1.12743213983397,0.810784344263739,1.56774515803566,4,"Middle–Late Childhood (6–12 Years)","Stable High Maternal Absence",5,"Stable Low Maternal Absence","Middle-late: Stable High Maternal Absence vs Stable Low Maternal Absence",3267,15645,3266.694001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class1",0.0479119047736215,0.275557066391604,0.173872894645831,0.861965355070022,-0.492179945353922,0.588003754901165,1.04907823246915,0.611292356715412,1.80039080441661,1,"Early Childhood (0–5 Years)","Chronic Low SES",3,"Stable Higher SES","Early: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Improving from Low SES","higher","H1: Improving from Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class2",0.118086620258154,0.251922543879153,0.468741774514632,0.639254223197926,-0.375681565744985,0.611854806261294,1.12534158452427,0.686821005559277,1.84384821024566,2,"Early Childhood (0–5 Years)","Improving from Low SES",3,"Stable Higher SES","Early: Improving from Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class4",0.159169867324621,0.264435828185217,0.60192247176557,0.547225745161763,-0.359124355918404,0.677464090567646,1.17253710550608,0.698287509767466,1.96887849855199,4,"Early Childhood (0–5 Years)","Late Improvement from Chronic Low SES",3,"Stable Higher SES","Early: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class1",-0.0169443672204711,0.184815502022431,-0.0916826079795766,0.926950216006857,-0.379182751184435,0.345294016743493,0.983198381172208,0.684420522575293,1.412405129382,1,"Middle–Late Childhood (6–12 Years)","Late Improvement from Chronic Low SES",2,"Stable Higher SES","Middle-late: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Persistent Moderate Low SES","higher","H1: Persistent Moderate Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class3",0.112399088660564,0.170932224290461,0.657565237491831,0.510817538176821,-0.22262807094874,0.447426248269868,1.11895933553003,0.800412490598644,1.56428092924107,3,"Middle–Late Childhood (6–12 Years)","Persistent Moderate Low SES",2,"Stable Higher SES","Middle-late: Persistent Moderate Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Early Improvement from Mild Low SES","higher","H1: Early Improvement from Mild Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class4",-0.197815289258799,0.133499474883299,-1.48176829483205,0.138401957963906,-0.459474260030065,0.063843681512466,0.820521398257038,0.631615623811221,1.06592576183471,4,"Middle–Late Childhood (6–12 Years)","Early Improvement from Mild Low SES",2,"Stable Higher SES","Middle-late: Early Improvement from Mild Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","DNKA","Alcohol use","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class5",-0.201187213943313,0.192256468201892,-1.04645225112552,0.295352279395685,-0.578009891619022,0.175635463732396,0.8177593212749,0.561013734480597,1.19200345095137,5,"Middle–Late Childhood (6–12 Years)","Chronic Low SES",2,"Stable Higher SES","Middle-late: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class1",-0.0274042590768244,0.42524789284294,-0.0644430214424269,0.948617475038968,-0.860890129048987,0.806081610895338,0.972967830932681,0.422785581048066,2.23911704293014,1,"Early Childhood (0–5 Years)","Chronic Low SES",3,"Stable Higher SES","Early: Chronic Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Improving from Low SES","higher","H1: Improving from Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class2",-0.324404758900404,0.409817314863346,-0.791583828049279,0.4286033795902,-1.12764669603256,0.478837178231754,0.722957559643987,0.323794347053761,1.61419628786665,2,"Early Childhood (0–5 Years)","Improving from Low SES",3,"Stable Higher SES","Early: Improving from Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class4",-0.0538011272835084,0.416581045847517,-0.129149244354246,0.89723955689281,-0.870299977144641,0.762697722577624,0.947620543635391,0.418825892206215,2.14405248440967,4,"Early Childhood (0–5 Years)","Late Improvement from Chronic Low SES",3,"Stable Higher SES","Early: Late Improvement from Chronic Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class1",-0.419849137104554,0.267030450456274,-1.57228936395516,0.115883458569284,-0.94322881999885,0.103530545789743,0.65714595127818,0.389368602403869,1.10907967056209,1,"Middle–Late Childhood (6–12 Years)","Late Improvement from Chronic Low SES",2,"Stable Higher SES","Middle-late: Late Improvement from Chronic Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Persistent Moderate Low SES","higher","H1: Persistent Moderate Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class3",0.0393174322283882,0.238972481874589,0.164527028049287,0.869316271347278,-0.429068632245806,0.507703496702583,1.04010059270265,0.651115240146286,1.66147123617833,3,"Middle–Late Childhood (6–12 Years)","Persistent Moderate Low SES",2,"Stable Higher SES","Middle-late: Persistent Moderate Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Early Improvement from Mild Low SES","higher","H1: Early Improvement from Mild Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class4",-0.0688375969791614,0.182901766031319,-0.376363763307643,0.706646481607118,-0.427325058400547,0.289649864442224,0.933478267459267,0.65225149793608,1.33595963915157,4,"Middle–Late Childhood (6–12 Years)","Early Improvement from Mild Low SES",2,"Stable Higher SES","Middle-late: Early Improvement from Mild Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","ESXC","Ever had sexual intercourse","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class5",0.252855911672662,0.254092852616973,0.995131933340228,0.319672101313483,-0.245166079456605,0.750877902801928,1.28769772125598,0.782574557891307,2.11885935289779,5,"Middle–Late Childhood (6–12 Years)","Chronic Low SES",2,"Stable Higher SES","Middle-late: Chronic Low SES vs Stable Higher SES",1523,12386,1522.76801400001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class1",0.225387257356261,0.313696368149214,0.718488577620549,0.472456088300235,-0.389457624216198,0.840232138928719,1.25280778129257,0.677424193354571,2.31690475814718,1,"Early Childhood (0–5 Years)","Chronic Low SES",3,"Stable Higher SES","Early: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Improving from Low SES","higher","H1: Improving from Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class2",0.182225326853781,0.29515786734838,0.617382584075583,0.536982406627647,-0.396284093149044,0.760734746856605,1.19988452962773,0.672815526502059,2.13984788954712,2,"Early Childhood (0–5 Years)","Improving from Low SES",3,"Stable Higher SES","Early: Improving from Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class4",0.218121341065083,0.306539292753038,0.711560789176908,0.476736795182764,-0.382695672730871,0.818938354861036,1.24373797495381,0.682020425119971,2.26809065149348,4,"Early Childhood (0–5 Years)","Late Improvement from Chronic Low SES",3,"Stable Higher SES","Early: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class1",0.245682311526519,0.201054468343266,1.22196891992004,0.221719380506177,-0.148384446426282,0.63974906947932,1.27849334641874,0.862099620107077,1.89600505407248,1,"Middle–Late Childhood (6–12 Years)","Late Improvement from Chronic Low SES",2,"Stable Higher SES","Middle-late: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Persistent Moderate Low SES","higher","H1: Persistent Moderate Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class3",0.332162178956167,0.187819223330852,1.76852067144931,0.0769738995292857,-0.0359634987723032,0.700287856684637,1.39397890422489,0.964675504680743,2.01433246308779,3,"Middle–Late Childhood (6–12 Years)","Persistent Moderate Low SES",2,"Stable Higher SES","Middle-late: Persistent Moderate Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Early Improvement from Mild Low SES","higher","H1: Early Improvement from Mild Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class4",0.229667691760108,0.147612392942528,1.55588353512789,0.119735789280397,-0.0596525984072478,0.518987981927463,1.25818183626058,0.942091760919571,1.68032626837842,4,"Middle–Late Childhood (6–12 Years)","Early Improvement from Mild Low SES",2,"Stable Higher SES","Middle-late: Early Improvement from Mild Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","FDSC","Food insecurity","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",TRUE,"Two-window class history","mid_class","mid_class5",0.825141102663946,0.205101623556011,4.02308420751535,5.74409474097403e-05,0.423141920494164,1.22714028483373,2.28220276750125,1.52675095784212,3.41145977032946,5,"Middle–Late Childhood (6–12 Years)","Chronic Low SES",2,"Stable Higher SES","Middle-late: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class1",-0.623413135989044,0.25946139841787,-2.40272017259777,0.0162736348507194,-1.13195747688807,-0.114868795090019,0.536111489903889,0.322401544770919,0.891483103194151,1,"Early Childhood (0–5 Years)","Chronic Low SES",3,"Stable Higher SES","Early: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Improving from Low SES","higher","H1: Improving from Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class2",-0.379556412562254,0.233176160018351,-1.6277668031431,0.103574342069882,-0.836581686198221,0.077468861073713,0.684164828834233,0.433188770586594,1.08054858481195,2,"Early Childhood (0–5 Years)","Improving from Low SES",3,"Stable Higher SES","Early: Improving from Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class4",-0.659836261630082,0.249438091721368,-2.64529068947154,0.00816207658715255,-1.14873492140396,-0.170937601856201,0.516935969815535,0.317037593262113,0.842874165614168,4,"Early Childhood (0–5 Years)","Late Improvement from Chronic Low SES",3,"Stable Higher SES","Early: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Late Improvement from Chronic Low SES","higher","H1: Late Improvement from Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class1",-0.428488698589464,0.181283854997824,-2.36363408420793,0.0180966767441533,-0.783805054385198,-0.0731723427937295,0.651492953301904,0.456665065798387,0.92944063382642,1,"Middle–Late Childhood (6–12 Years)","Late Improvement from Chronic Low SES",2,"Stable Higher SES","Middle-late: Late Improvement from Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Persistent Moderate Low SES","higher","H1: Persistent Moderate Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class3",-0.229442356120577,0.172218629652795,-1.33227373010196,0.182770256237556,-0.566990870240055,0.108106157998902,0.794976792863477,0.567229741074614,1.11416601674341,3,"Middle–Late Childhood (6–12 Years)","Persistent Moderate Low SES",2,"Stable Higher SES","Middle-late: Persistent Moderate Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Early Improvement from Mild Low SES","higher","H1: Early Improvement from Mild Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class4",-0.424097526167406,0.133311438031374,-3.1812538551088,0.00146639074435351,-0.685387944708899,-0.162807107625914,0.654360061567924,0.503894708365616,0.849755083882511,4,"Middle–Late Childhood (6–12 Years)","Early Improvement from Mild Low SES",2,"Stable Higher SES","Middle-late: Early Improvement from Mild Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","GOVG","Lack of government grant receipt","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Middle-late childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","mid_class","mid_class5",-0.461822139292559,0.189226003841796,-2.44058496145524,0.0146634962673986,-0.83270510682248,-0.090939171762639,0.630134406126788,0.434871320402316,0.91307324984645,5,"Middle–Late Childhood (6–12 Years)","Chronic Low SES",2,"Stable Higher SES","Middle-late: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
"UHSES","VLNC","Violence exposure","H1","Hypothesis 1. The most advantaged socioeconomic class within each window will be associated with the lowest depression risk.","primary","Early childhood","Stable Higher SES","Chronic Low SES","higher","H1: Chronic Low SES vs Stable Higher SES",FALSE,"Two-window class history","early_class","early_class1",0.370017506459785,0.274488564718946,1.3480252149617,0.17765027277328,-0.167980080389349,0.90801509330892,1.44775995959299,0.845370673971623,2.47939627566385,1,"Early Childhood (0–5 Years)","Chronic Low SES",3,"Stable Higher SES","Early: Chronic Low SES vs Stable Higher SES",1540,12509,1539.76601300001
